location_id,location_name,provider_id,provider_name,local_authority,postcode,registration_date,rating_as_published,rating_publication_date,inherited_rating,service_types,service_user_bands,supported_living,provider_country_domiciliary_locations,provider_territory_locations,cqc_url,provider_website,source_edition,weekly_crosscheck_edition,source_retrieved_date,monthly_source_row
1-5398974195,Blessed Hearts Home Care,1-5061411851,JN Community Care Limited,Birmingham,B21 0AL,2018-06-26,Requires improvement,2022-02-18,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-5398974195,www.surecare.co.uk,2026-09-01,2026-09-02,2026-09-08,44422
1-141984666,Jaffray Domicillary Care Services,1-101677850,Jaffray Care Society,Birmingham,B24 8BG,2011-01-11,Good,2019-04-13,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-141984666,www.jaffraycare.com,2026-09-01,2026-09-02,2026-09-08,13463
1-15992705427,Janros Care Services Limited,1-15008315662,Janros Care Services Limited,Birmingham,B32 3HE,2023-08-01,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-15992705427,www.janroscare.com,2026-09-01,2026-09-02,2026-09-08,16931
1-4323018813,Jireh Homecare,1-4179112098,Jireh Homecare Limited,Birmingham,B27 7RS,2017-09-25,Good,2026-04-27,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-4323018813,,2026-09-01,2026-09-02,2026-09-08,41639
1-24221293924,Jothno Care Services Ltd,1-22008172901,Jothno Care Services Ltd,Birmingham,B19 2HN,2025-07-30,,,,Domiciliary care service,Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-24221293924,,2026-09-01,2026-09-02,2026-09-08,31882
1-975689896,Jubilee Citizens UK,1-203731443,Jubilee Citizens UK,Birmingham,B73 5TJ,2013-09-27,Good,2019-06-19,N,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-975689896,,2026-09-01,2026-09-02,2026-09-08,54919
1-2582443727,Just Call 4 Care Services,1-119231606,Just Call 4 Care Services Limited,Birmingham,B16 8QG,2016-04-18,Not Rated,,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2582443727,www.justcall4careservices.co.uk,2026-09-01,2026-09-02,2026-09-08,33961
1-12724732287,Knightley Homes GB LTD,1-12008937852,Knightley Homes GB Limited,Birmingham,B21 9PY,2022-03-08,,,,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12724732287,,2026-09-01,2026-09-02,2026-09-08,8997
1-19829057838,Knightley Homes TW Ltd,1-19611073149,Knightley Homes TW Ltd,Birmingham,B3 1UD,2024-07-22,,,,Domiciliary care service; Supported living service,Mental Health; People who misuse drugs and alcohol; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-19829057838,,2026-09-01,2026-09-02,2026-09-08,23649
1-1830121421,Knightsbridge Care Services Limited,1-1741081041,Knightsbridge Care Services Limited,Birmingham,B27 6EG,2015-01-07,Good,2021-06-16,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability,Y,1,1,https://www.cqc.org.uk/location/1-1830121421,www.knightsbridgecareservices.co.uk,2026-09-01,2026-09-02,2026-09-08,19701
1-16443449688,Krystal Care Services,1-15162356722,Krystal Care Services Ltd,Birmingham,B27 7RE,2023-06-30,,,,Domiciliary care service; Supported living service,Dementia; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-16443449688,,2026-09-01,2026-09-02,2026-09-08,17375
1-1914275047,Laura Care Agency Limited,1-1837078649,Laura Care Agency Limited,Birmingham,B18 6HF,2015-02-10,Good,2019-02-12,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-1914275047,,2026-09-01,2026-09-02,2026-09-08,21640
1-21976675702,Lexis Care Limited,1-20632175493,Lexis Care Limited,Birmingham,B23 6PA,2025-02-13,,,,Domiciliary care service,Dementia; Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-21976675702,www.lexiscareltd.co.uk/,2026-09-01,2026-09-02,2026-09-08,28393
1-3706746912,Limitless Home Care,1-3679249919,Limitless Home Care Ltd,Birmingham,B73 6LP,2017-06-06,Good,2019-06-20,N,Domiciliary care service,Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-3706746912,,2026-09-01,2026-09-02,2026-09-08,40115
1-17584798725,Bridging Specialist Care,1-101620407,Lindale Homes Limited,Birmingham,B27 6QG,2023-09-21,,,,Domiciliary care service,Children 0-18 years; Dementia; Mental Health; Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-17584798725,www.lindale-homes.co.uk,2026-09-01,2026-09-02,2026-09-08,18565
1-1594893823,Linday Office,1-1455369981,Linday Multi Services Limited,Birmingham,B30 3QH,2014-09-03,Requires improvement,2023-04-05,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1594893823,www.lindaymedicareservices.com,2026-09-01,2026-09-02,2026-09-08,16828
1-6322680797,Linelife Care,1-3927372909,Linelife Care Limited,Birmingham,B12 0DU,2019-01-18,Good,2022-09-30,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,3,1,https://www.cqc.org.uk/location/1-6322680797,www.linelifecare.co.uk,2026-09-01,2026-09-02,2026-09-08,49712
1-18442860867,Living Together Healthcare Ltd,1-16889817875,Living Together Healthcare Ltd,Birmingham,B12 0NS,2024-01-15,,,,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-18442860867,,2026-09-01,2026-09-02,2026-09-08,20003
1-17623137726,Living Waters Healthcare Services Limited,1-14984140275,Living Waters Healthcare Services Limited,Birmingham,B45 9AH,2023-10-02,,,,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-17623137726,www.livingwatershealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,18704
1-123569636,Livingwell Care - 301 Vicarage Road,1-101683910,Livingwell Care Ltd,Birmingham,B14 7NE,2010-12-14,Good,2019-03-19,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-123569636,www.livingwell-care.com,2026-09-01,2026-09-02,2026-09-08,7304
1-12611688815,Luma Homecare,1-5064999004,Luma Homecare Ltd,Birmingham,B13 0RJ,2022-03-04,Requires improvement,2023-03-16,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12611688815,,2026-09-01,2026-09-02,2026-09-08,8498
1-27095662090,Luxuricare Ltd,1-25072827933,Luxuricare Ltd,Birmingham,B45 9AH,2026-03-16,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-27095662090,www.luxuricare.com,2026-09-01,2026-09-02,2026-09-08,35598
1-1303427504,Clover Care,1-164737499,Lynncare 2000 Limited,Birmingham,B34 7RD,2014-04-28,Good,2019-04-13,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1303427504,,2026-09-01,2026-09-02,2026-09-08,10203
1-15885992116,MA Care (Bham) Limited,1-13937822405,M A Care (Bham) Limited,Birmingham,B18 6DA,2023-06-30,,,,Domiciliary care service; Supported living service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-15885992116,www.ma-carebhamltd.co.uk,2026-09-01,2026-09-02,2026-09-08,16712
1-22162204045,MD Care and Support Ltd,1-20711335169,MD Care and Support Ltd,Birmingham,B3 1HL,2025-04-04,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-22162204045,www.prettyarmscare.co.uk/,2026-09-01,2026-09-02,2026-09-08,29283
1-12212940780,MH Quality Care Ltd,1-10801404236,MH Quality Care Ltd,Birmingham,B8 2AH,2021-12-16,Not Rated,,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12212940780,,2026-09-01,2026-09-02,2026-09-08,6718
1-24208834549,MJ Assessments Supported Housing,1-20632975207,MJ Assessments Ltd,Birmingham,B15 1TR,2026-01-20,,,,Domiciliary care service; Supported living service,Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-24208834549,www.mjsh.co.uk,2026-09-01,2026-09-02,2026-09-08,31858
1-25556161312,Walfinch Birmingham South,1-24113089271,MSR Homecare Birmingham Limited,Birmingham,B45 9AH,2025-11-13,,,,Domiciliary care service,Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-25556161312,www.walfinch.com/branches/birmingham-south,2026-09-01,2026-09-02,2026-09-08,33624
1-1554953672,Mach Care Solutions (Birmingham),1-347932181,Mach Care Solutions Limited,Birmingham,B27 6QT,2014-07-30,Good,2025-11-07,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-1554953672,www.machcaresolutions.co.uk,2026-09-01,2026-09-02,2026-09-08,16328
1-122921933,Home Instead Birmingham,1-117003365,Maranatha Healthcare Ltd,Birmingham,B16 8PF,2010-12-14,Good,2020-01-15,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-122921933,www.homeinstead.co.uk,2026-09-01,2026-09-02,2026-09-08,7099
1-4066276350,M&N Healthcare Edgbaston,1-3749074075,Mariana Njie Limited,Birmingham,B3 3RB,2017-07-20,Good,2023-05-19,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-4066276350,www.mandnhealthcare.com,2026-09-01,2026-09-02,2026-09-08,40958
1-22160077948,Mashan Ltd,1-21252621114,Mashan Ltd,Birmingham,B31 1TU,2025-03-27,,,,Domiciliary care service,Older People; People with an eating disorder; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-22160077948,www.mashanltd.co,2026-09-01,2026-09-02,2026-09-08,29200
1-2299005954,Mcare24 Limited,1-2120399155,Mcare24 Limited,Birmingham,B38 9LR,2015-11-12,Requires improvement,2024-03-23,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2299005954,www.mcare.co.uk,2026-09-01,2026-09-02,2026-09-08,30200
1-435362095,Proactive Life Midlands,1-413158984,Med Care Home Services Limited,Birmingham,B18 5NE,2012-06-20,Good,2021-06-29,N,Domiciliary care service; Rehabilitation services; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-435362095,,2026-09-01,2026-09-02,2026-09-08,41729
1-12959145803,Quadrant Court,1-12521672757,Melru Healthcare Limited,Birmingham,B15 1TH,2022-06-22,,,,Domiciliary care service; Supported living service,Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12959145803,www.melruhealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,9978
1-12142386437,Cobalt Square,1-11884475456,Mid-View Healthcare Ltd,Birmingham,B16 8QG,2021-12-19,,,,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder,Y,1,1,https://www.cqc.org.uk/location/1-12142386437,www.mid-viewhealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,6316
1-469910143,Midland Care (UK) Ltd,1-461448201,Midland Care (UK) Ltd,Birmingham,B11 4EH,2012-09-11,Outstanding,2019-08-30,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-469910143,www.midlandcareuk.com,2026-09-01,2026-09-02,2026-09-08,42619
1-2257875795,Midland Care Support & Enablement Ltd,1-2197935584,Midland Care Support & Enablement Ltd,Birmingham,B24 9QR,2015-10-16,Good,2019-09-20,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2257875795,www.shapcotts-acountants.co.uk,2026-09-01,2026-09-02,2026-09-08,29676
1-684878006,Midland Mencap,1-101653605,Midland Mencap,Birmingham,B32 3BZ,2013-04-18,Good,2019-04-26,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-684878006,www.midlandmencap.org.uk,2026-09-01,2026-09-02,2026-09-08,50701
1-4590773082,Midlands Medicare Agency Ltd,1-4065943094,Midlands Medicare Agency Ltd,Birmingham,B12 0NL,2018-01-17,Good,2019-04-13,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-4590773082,www.midlandsmedicareagency.co.uk,2026-09-01,2026-09-02,2026-09-08,42364
1-10536207398,Helping Hands Sutton Coldfield,1-101671690,Midshires Care Limited,Birmingham,B72 1QF,2021-03-15,Good,2019-10-05,Y,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,150,3,https://www.cqc.org.uk/location/1-10536207398,www.helpinghandshomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,848
1-6271803442,Helping Hands Birmingham,1-101671690,Midshires Care Limited,Birmingham,B17 9PP,2019-04-11,Good,2021-05-21,N,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,150,3,https://www.cqc.org.uk/location/1-6271803442,www.helpinghandshomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,49576
1-2844873864,Midway Supported Services Warwickshire,1-101693191,Midway Care Ltd,Birmingham,B27 6RT,2016-09-10,Not Rated,,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Physical Disability; Sensory Impairment; Younger Adults,Y,3,1,https://www.cqc.org.uk/location/1-2844873864,www.midwaycaregroup.co.uk,2026-09-01,2026-09-02,2026-09-08,37031
1-16413487310,MHC Nursing and Care Services,1-14962476049,Mineral Healthcare Limited,Birmingham,B31 2TS,2023-06-28,,,,Community healthcare service; Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-16413487310,www.mineralhealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,17292
1-2694955657,Cayon Care Service,1-101709530,Miss Petronella Manners,Birmingham,B45 9AH,2016-06-07,Good,2019-04-24,N,Domiciliary care service,Dementia; Older People; Physical Disability,N,1,1,https://www.cqc.org.uk/location/1-2694955657,,2026-09-01,2026-09-02,2026-09-08,35420
1-22950841428,Morgann Social Care Ltd,1-18197606081,Morgann Social Care Ltd,Birmingham,B45 9AH,2025-04-29,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-22950841428,www.morgann.org,2026-09-01,2026-09-02,2026-09-08,30153
1-2041181060,Excellence Healthcare,1-1994664093,Mr Adekunle Abayomi Kalejaiye,Birmingham,B11 2AA,2015-06-11,Requires improvement,2026-03-03,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2041181060,www.excellencehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,26086
1-131393780,One Stop Care Solution,1-101722088,Mr Amroz Khan,Birmingham,B20 3JQ,2010-12-23,Good,2019-06-26,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment,N,1,1,https://www.cqc.org.uk/location/1-131393780,www.onestopcaresolution.co.uk,2026-09-01,2026-09-02,2026-09-08,10535
1-10432063961,Nexus Care Services,1-2896285408,Mr John Court,Birmingham,B74 2LZ,2021-02-22,Good,2023-03-14,N,Domiciliary care service,Children 0-18 years; Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-10432063961,www.nexuscareservices.co.uk,2026-09-01,2026-09-02,2026-09-08,633
1-10649953173,Mulbury Care Services Limited,1-9774166358,Mulbury Care Services Limited,Birmingham,B28 8JG,2021-04-20,Good,2022-08-13,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-10649953173,,2026-09-01,2026-09-02,2026-09-08,1080
1-10530951539,Multicare Group Ltd,1-9654187694,Multicare Group Ltd,Birmingham,B28 9HH,2021-04-06,,,,Domiciliary care service; Supported living service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-10530951539,www.multicaregroup.co.uk,2026-09-01,2026-09-02,2026-09-08,837
1-16487698296,Muve Homecare Birmingham,1-16323586426,Muve Healthcare Ltd,Birmingham,B6 5RQ,2023-07-17,,,,Domiciliary care service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-16487698296,www.muvehomecare.com,2026-09-01,2026-09-02,2026-09-08,17455
1-10437669514,NDH Care (LEICESTER),1-1983604499,NDH Care Ltd,Birmingham,B12 0NL,2021-02-26,Good,2023-01-25,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-10437669514,,2026-09-01,2026-09-02,2026-09-08,639
1-2054699466,NDH Care Ltd,1-1983604499,NDH Care Ltd,Birmingham,B12 0NL,2015-05-07,Requires improvement,2023-08-10,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-2054699466,,2026-09-01,2026-09-02,2026-09-08,26220
1-10477635417,Nationwide Care Services (Northfield),1-101640704,Nationwide Care Services Ltd,Birmingham,B31 3AU,2021-03-05,Good,2025-07-23,N,Domiciliary care service,Dementia; Older People; Younger Adults,N,5,3,https://www.cqc.org.uk/location/1-10477635417,www.nationwidecare.org,2026-09-01,2026-09-02,2026-09-08,702
1-1468818119,Nationwide Care Services Limited (Birmingham and Solihull),1-101640704,Nationwide Care Services Ltd,Birmingham,B25 8EP,2014-06-11,Good,2019-10-02,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Physical Disability; Sensory Impairment; Younger Adults,Y,5,3,https://www.cqc.org.uk/location/1-1468818119,www.nationwidecare.org,2026-09-01,2026-09-02,2026-09-08,14557
1-3959898570,Nationwide Care Services (Erdington),1-101640704,Nationwide Care Services Ltd,Birmingham,B23 5TE,2017-07-20,Good,2019-03-14,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,5,3,https://www.cqc.org.uk/location/1-3959898570,www.nationwidecare.org,2026-09-01,2026-09-02,2026-09-08,40690
1-13928160047,Neo Community Services,1-9588001079,Neo Community Services,Birmingham,B11 2AA,2022-09-14,Not Rated,,N,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Older People; People who misuse drugs and alcohol; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-13928160047,www.neocommunityservices.co.uk,2026-09-01,2026-09-02,2026-09-08,12783
1-18736752790,New Era Care Solutions - Main Office,1-17193919425,New Era Care Solutions Ltd,Birmingham,B45 9AH,2024-02-15,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-18736752790,,2026-09-01,2026-09-02,2026-09-08,20393
1-12560780076,Home Heroes,1-101653525,New Outlook Housing Association Limited,Birmingham,B17 9AP,2022-02-22,Good,2018-11-10,Y,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-12560780076,www.newoutlookha.org,2026-09-01,2026-09-02,2026-09-08,8147
1-19896780355,OHGB Ltd,1-18737463042,OHGB Ltd,Birmingham,B16 8QG,2024-09-26,,,,Domiciliary care service; Supported living service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-19896780355,,2026-09-01,2026-09-02,2026-09-08,24537
1-9068205346,Obatos Care Services Limited,1-8546758068,Obatos Care Services Limited,Birmingham,B18 6BA,2020-06-18,Requires improvement,2022-03-24,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-9068205346,www.obatocareservices.co.uk,2026-09-01,2026-09-02,2026-09-08,53782
1-2128040235,Oceans Care Services Limited,1-1643799468,Oceans Care Services Ltd,Birmingham,B16 9NX,2015-07-20,Good,2018-09-14,N,Community health care services - Nurses Agency only; Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2128040235,www.oceanscare.co.uk,2026-09-01,2026-09-02,2026-09-08,27225
1-13059199589,Omnia Support Limited (Northfield),1-130858161,Omnia Support Limited,Birmingham,B31 2NQ,2022-05-04,Good,2019-10-12,Y,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,2,https://www.cqc.org.uk/location/1-13059199589,,2026-09-01,2026-09-02,2026-09-08,10340
1-9407249785,Orchid Supported Living - Birmingham,1-8777158789,Orchid Supported Living Limited,Birmingham,B11 2AA,2020-08-27,Good,2022-02-19,N,Domiciliary care service; Supported living service,Mental Health; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-9407249785,www.orchidsl.co.uk,2026-09-01,2026-09-02,2026-09-08,54349
1-18480814981,Orcone Care Ltd,1-9151892805,Orcone Care Ltd,Birmingham,B20 3DE,2024-01-23,,,,Domiciliary care service; Supported living service,Dementia; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-18480814981,www.orconecare.com,2026-09-01,2026-09-02,2026-09-08,20077
1-29000938515,Oria Care Ltd,1-17971680520,Oria Care Ltd,Birmingham,B1 2JB,2026-07-27,,,,Domiciliary care service,Children 0-18 years; Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-29000938515,www.oria.care,2026-09-01,2026-09-02,2026-09-08,37630
1-13943736517,Orion Healthcare Solutions Ltd,1-13625292220,Orion Healthcare Solutions Ltd,Birmingham,B45 9AH,2022-10-05,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-13943736517,,2026-09-01,2026-09-02,2026-09-08,12958
1-3769281126,Otang Care Limited,1-3745359990,Otang Care Limited,Birmingham,B23 6BG,2017-06-12,Good,2021-07-10,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-3769281126,www.otangcare.co.uk,2026-09-01,2026-09-02,2026-09-08,40247
1-2344486531,PBL Care Limited,1-2034431617,PBL Care Limited,Birmingham,B12 0QR,2015-12-21,Good,2019-03-27,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-2344486531,,2026-09-01,2026-09-02,2026-09-08,30899
1-8326168146,PSA Home Care Ltd,1-7264530439,PSA Home Care Ltd,Birmingham,B29 6QL,2020-02-05,Good,2024-12-19,N,Domiciliary care service,Dementia; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-8326168146,www.psahomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,52759
1-7089203561,Passion 4 Care,1-6483664332,Passion 4 Care Ltd,Birmingham,B23 6UG,2019-06-28,Requires improvement,2022-06-01,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-7089203561,www.passion4care.co.uk,2026-09-01,2026-09-02,2026-09-08,51075
1-6401041158,Peacocks Care Services Limited,1-6064199460,Peacocks Care Services Ltd,Birmingham,B12 0LD,2019-04-08,Requires improvement,2020-03-25,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-6401041158,,2026-09-01,2026-09-02,2026-09-08,49890
